latitude,longitude,title,reference_url,thumbnail_url
34.136051,-117.797127,"Our community, past, present and future, San Dimas, 1994",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2009,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2009
34.047415,-117.849355,"Vision, knowledge and skill, Walnut, 1955",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2008,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2008
33.779932,-117.868001,"Early Orange County, Orange, 1994",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1233,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1233
34.135607,-117.965226,"Freeway mural, Duarte, 1971-1972",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1586,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1586
34.132535,-117.970998,"City of Hope Visitor Services Center, Duarte, 1936",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2006,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2006
34.151382,-118.005803,"Art deco interpretation of the indigenous civilizations of Latin America, Monrovia, 1925",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1549,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1549
33.954467,-118.016961,"Wild animals and birds, Whittier, 1937",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1935,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1935
33.946119,-118.083587,"History of Santa Fe Springs, Santa Fe Springs, 1976",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1171,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1171
33.958774,-118.085057,"Neighborhood Center for SociaL Services, Santa Fe Springs, 1978",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1172,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1172
33.806802,-118.099027,"Arts for the handicapped project, Long Beach, 1981",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1850,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1850
34.095707,-118.099444,"Life at the San Gabriel Mission, San Gabriel, 1984, detail 1 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1394,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1394
34.095707,-118.099444,"Life at the San Gabriel Mission, San Gabriel, 1984, detail 2 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1395,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1395
34.095707,-118.099444,"Life at the San Gabriel Mission, San Gabriel, 1984, detail 3 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1396,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1396
34.095707,-118.099444,"Life at the San Gabriel Mission, San Gabriel, 1984, detail 4 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1397,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1397
34.095707,-118.099444,"Life at the San Gabriel Mission, San Gabriel, 1984",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1992,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1992
33.775161,-118.111761,"White city, Long Beach, 1982",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1142,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1142
34.069974,-118.11676,"Early California, Alhambra, 1939",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1994,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1994
34.153213,-118.117353,"Our family and friends, Pasadena, 1992",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1551,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1551
34.078998,-118.117688,"Spanish Mexican rider on horseback, Alhambra, 1978",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1406,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1406
33.775866,-118.119035,"Circus train, Long Beach VA Hospital, 1990",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1817,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1817
33.775451,-118.119201,"Nature's concert, Long Beach Veterans Administration Hospital, 1990, detail 1 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1021,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1021
33.775451,-118.119201,"Nature's concert, Long Beach Veterans Administration  Hospital, 1990, detail 2 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1023,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1023
33.775451,-118.119201,"Nature's concert, Long Beach Veterans Administration  Hospital, 1990, detail 3 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1026,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1026
33.775451,-118.119201,"Nature's concert, Long Beach Veterans Administration  Hospital, 1990, detail 4 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1027,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1027
33.775451,-118.119201,"Nature's concert, Long Beach Veterans Administration Hospital, 1990",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1810,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1810
34.006467,-118.122403,"Fire, earth and water, Los Angeles, 1957",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/125,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/125
34.140864,-118.122854,"Homage a Caillot, Pasadena, 1986",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1413,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1413
34.145908,-118.124024,"Communication not separation, Pasadena, 1993",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1412,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1412
33.938278,-118.129967,"Home Savings of America, Downey, 1982",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1946,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1946
33.768017,-118.132102,"Deep sea magic, Long Beach, 1939",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1953,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1953
33.77495,-118.135149,"Crack in the wall, Long Beach, 1982",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1135,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1135
34.145948,-118.136147,"Fantasy topiary garden of books, Pasadena, 1991",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1410,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1410
33.761283,-118.13736,"Homage to Magrite, Belmont Shore, 1994",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1235,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1235
34.14593,-118.138234,"Southern California industries, Pasadena, 1928, Panel 1 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1398,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1398
34.14593,-118.138234,"Southern California industries, Pasadena, 1928",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1399,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1399
34.14593,-118.138234,"Southern California industries, Pasadena, 1928, Panel 2 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1400,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1400
34.14593,-118.138234,"Southern California industries, Pasadena, 1928, panel 3 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1401,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1401
34.14593,-118.138234,"Southern California industries, Pasadena, 1928, panel 4 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1402,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1402
34.14593,-118.138234,"Southern California industries, Pasadena, 1928",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1993,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1993
33.778898,-118.141533,"Democratic education, Long Beach, ca.1940",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1847,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1847
33.818323,-118.144634,"Zodiac and constellations, Long Beach Airport, 1942",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1143,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1143
33.757687,-118.1451,"Harmony in nature, Long Beach, 1990",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1819,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1819
33.998392,-118.146458,"The big pattern, City of Commerce, 1991",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1197,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1197
34.039271,-118.148432,"Education suite, arte, ciencia y filosofia, Monterey Park, 1981",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1979,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1979
34.039912,-118.149977,"Las Olimpiadas, Monterey Park, 1984",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1330,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1330
34.040374,-118.152101,"Si podemos, Yes we can, Monterey Park, ca. 1995",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1468,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1468
34.039814,-118.152155,"Who is Chavez, Monterey Park, 1995",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1469,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1469
34.114802,-118.153163,"The stagecoach, South Pasadena, 1937",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1543,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1543
34.015602,-118.15532,"The pride of our heritage, Commerce, 1983, close-up",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1326,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1326
34.015602,-118.15532,"The pride of our heritage, Commerce, 1983",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1327,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1327
34.015602,-118.15532,"The pride of our heritage, Commerce, 1983",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1975,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1975
33.785336,-118.156736,"5 murals, Long Beach, 1998",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2049,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2049
34.040685,-118.157299,"Respect what you see, Boyle Heights, 1979",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1340,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1340
34.040685,-118.157299,"Respect what you see, Boyle Heights, 1979, detail",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1341,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1341
34.040685,-118.157299,"Respect what you see, Boyle Heights, 1979",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1977,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1977
34.033759,-118.160126,"El Mexicano-American ayer, ahora, manana, East Los Angeles, 1968",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1176,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1176
34.035288,-118.160555,"Eight-Deer Ocelot-Claw, Mixtec Chieftain or Life of an Aztec King, East Los Angeles, 1978",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1337,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1337
34.033559,-118.160765,"Dreams of past, present, future, East Los Angeles, 1996",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1430,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1430
34.021115,-118.16195,"Aztec Red mural, East Los Angeles, 1972",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1601,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1601
34.044139,-118.16312,"The History of L.A., East Los Angeles, 1980, detail 1 of 2",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1348,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1348
34.044139,-118.16312,"The History of L.A., East Los Angeles, 1980",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1351,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1351
34.044139,-118.16312,"The History of L.A., East Los Angeles, 1980, detail 2 of 2",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1352,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1352
34.044139,-118.16312,"The history of L.A., East Los Angeles, 1980",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1981,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1981
34.044139,-118.16312,"The History of L.A., East Los Angeles, 1980",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1982,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1982
34.040587,-118.163795,"Arizona maravilla, Boyle Heights, 1993",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2053,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2053
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles, 1975",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1161,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1161
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles, 1975",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1162,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1162
34.040249,-118.164568,"The short life of John Doe (La vida breve de Alfonso Fulano), East Los Angeles, 1975",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1932,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1932
34.078683,-118.165941,"Sleeping woman, El Sereno, 1984",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/500,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/500
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, 1973",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/459,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/459
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, 1973, detail 1 of 3",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/460,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/460
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, detail 2 of 3",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/461,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/461
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, 1973, detail 3 of 3",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/462,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/462
34.079056,-118.166134,"Statement against the oppression of working people and people of color, El Sereno, 1973",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1878,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1878
34.064179,-118.166242,"University athletics, El Sereno, Los Angeles, 1984",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/501,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/501
34.0384,-118.168205,"Evolution, East Los Angeles, 1974",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1182,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1182
34.013245,-118.169718,"Homeboy crow, City of Commerce, 1979",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1945,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1945
34.062206,-118.171756,"The muralists, El Sereno, 1995, [panel] 1 of 2",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1456,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1456
34.062206,-118.171756,"The muralists, El Sereno, 1995, [panel] 2 of 2",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1457,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1457
34.062206,-118.171756,"The muralists, El Sereno, 1995",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/2000,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/2000
33.809551,-118.171928,"Signal Hill, Long Beach, 1980",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1231,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1231
33.782643,-118.172035,"Together we dance, Long Beach, 1991",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/15,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/15
33.782643,-118.172035,"Together we dance, Long Beach, 1991, detail 1 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/16,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/16
33.782643,-118.172035,"Together we dance, Long Beach, 1991, detail 2 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/17,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/17
33.782643,-118.172035,"Together we dance, Long Beach, 1991, detail 3 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/18,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/18
33.782643,-118.172035,"Together we dance, Long Beach, 1991, detail 4 of 4",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/19,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/19
33.782643,-118.172035,"Together we dance, Long Beach, 1991",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1802,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1802
34.019088,-118.172486,"Read between the lines (Cuidense Amigos), East Los Angeles, 1975",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1159,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1159
34.040721,-118.172647,"Tony's Transmission, Boyle Heights, 1989",http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll15/id/1371,http://digitallibrary.usc.edu/utils/getthumbnail/collection/p15799coll15/id/1371
